OBJECTID,Date_Start,Date_Finish,Acres,FireCause,Lat,Long,DispatchCenterID,PredominantFuelGroup,State,Fire_Duration,Fire_Duration_Group,Address
8380,6/24/2020,7/5/2020,0.86254026,Human,41.16605,-119.8224,NVCNC,Brush,US-NV,11,Group-1,"Wall Canyon Reservoir Road, Washoe County, Nevada, United States"
8381,9/8/2020,9/8/2020,74.616639,Human,42.92424,-114.6238,IDSCC,Grass-Shrub,US-ID,0,Group-1,"2369, US 26, Gooding, Gooding County, Idaho, 83330, United States"
8382,7/15/2020,7/16/2020,4,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,1,Group-1,"Pennington County, South Dakota, United States"
8383,3/18/2020,3/18/2020,0.1,Human,43.97288,-84.71587,MIMIDC,Grass,US-MI,0,Group-1,"Arthur Township, Clare County, Michigan, United States"
8384,3/13/2021,3/15/2021,25.15,Human,31.517633,-88.9564,MSMIC,Brush,US-MS,2,Group-1,"Tiger Road, Jones County, Mississippi, United States"
8385,7/27/2020,8/10/2020,0.66940968,Natural,39.78954,-119.8783,NVSFC,Brush,US-NV,,,"Deerlodge Road, Washoe County, Nevada, United States"
8386,6/29/2020,7/15/2020,708.5178893,Human,39.81601,-111.8546,UTRFC,Unknown,US-UT,16,Group-2,"94, East Center Street, Mona, Juab County, Utah, 84645, United States"
8387,3/8/2020,3/11/2020,112,Human,31.64777,-92.49886,LALIC,Timber,US-LA,3,Group-1,"Grant Parish, Louisiana, United States"
8388,6/10/2020,7/1/2020,79.829554,Human,44.04786,-117.1986,ORVAC,Grass,US-OR,21,Group-2,"Malheur County, Oregon, United States"
8389,8/5/2020,8/10/2020,4.90919551,Human,39.96364,-112.2356,UTRFC,Grass-Shrub,US-UT,5,Group-1,"Juab County, Utah, United States"
8390,7/5/2020,7/5/2020,0.7,Natural,46.62494,-104.1249,MTMCC,Grass,US-MT,0,Group-1,"Road 617, Fallon County, Montana, United States"
8391,6/14/2020,6/15/2020,0.0030781,Natural,37.23628,-108.3329,CODRC,Timber,US-CO,1,Group-1,"Montezuma County, Colorado, United States"
8392,6/29/2020,7/7/2020,3.8,Natural,45.78728,-104.2225,MTMCC,Timber,US-MT,8,Group-1,"Carter County, Montana, 59324, United States"
8393,8/21/2020,8/30/2020,4,Natural,36.80894,-105.15783,NMTDC,Timber,US-NM,9,Group-1,"Colfax County, New Mexico, United States"
8394,7/4/2020,7/14/2020,4,Unknown,31.009722,-93.196389,LALIC,Timber,US-LA,10,Group-1,"5795, Usfs 421 Road, Vernon Parish, Louisiana, 71446, United States"
8395,7/4/2020,7/6/2020,118.9305683,Human,40.16513,-111.9439,UTNUC,Unknown,US-UT,2,Group-1,"South State Route 68, Utah County, Utah, United States"
8396,6/1/2020,6/8/2020,4,Human,40.11283,-106.5175,COCRC,Timber,US-CO,7,Group-1,"85, Arapahoe Court, Grand County, Colorado, United States"
8397,3/25/2020,3/26/2020,4,Human,47.4383819,-102.9841185,SDGPC,Grass,US-ND,1,Group-1,"Boyscout Camp Road, Dunn County, North Dakota, United States"
8398,6/14/2020,6/18/2020,1.33,Human,44.22233,-103.2605,SDGPC,Unknown,US-SD,4,Group-1,"Elk Creek Road, Meade County, South Dakota, 57769, United States"
8399,6/1/2020,7/14/2020,100.5,Natural,62.803617,-156.42305,AKMSSC,Grass,US-AK,43,Group-3,"Unorganized Borough, Alaska, United States"
8400,8/1/2020,11/18/2020,0.5,Natural,40.87015,-108.7338,COCRC,Brush,US-CO,109,Group-5,"County Road 10N, Irish Cyn Rd, Moffat County, Colorado, United States"
8401,5/22/2020,6/1/2020,0.57848668,Human,29.269167,-81.757833,FLFIC,Timber,US-FL,10,Group-1,"FR 50, Marion County, Florida, United States"
8402,9/7/2020,12/31/2020,2208,Human,48.88628,-118.6216,WANEC,Grass,US-WA,115,Group-5,"89, Customs Road, Curlew, Ferry County, Washington, 99118, United States"
8403,4/8/2020,4/9/2020,0.1,Human,36.39772,-96.35464,ARAOC,Grass,US-OK,1,Group-1,"21181, Major General Clarence L. Tinker Memorial Highway, Osage County, Oklahoma, 74035, United States"
8404,2/24/2021,3/2/2021,68,Human,31.38964,-110.4407,AZTDC,Unknown,US-AZ,6,Group-1,"Sunnyside Road, Santa Cruz County, Arizona, United States"
8405,6/18/2020,7/14/2020,673.5,Natural,63.89322,-151.0227,AKYTDC,Timber,US-AK,26,Group-2,"Denali, Alaska, United States"
8406,9/16/2020,10/13/2020,10,Unknown,48.13321,-116.4766,IDCDC,Timber,US-ID,27,Group-2,"39, Lodge Lane, Talache Landing, Bonner County, Idaho, 83860, United States"
8407,5/5/2020,5/5/2020,0.1,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,0,Group-1,"Pennington County, South Dakota, United States"
8408,3/6/2020,3/10/2020,4,Human,33.64141,-117.4426,CAMVIC,Brush,US-CA,4,Group-1,"Gilford Pinchot Road, Orange County, California, United States"
8409,3/5/2020,3/15/2020,2,Human,36.62982,-92.74447,MOMOC,Timber,US-MO,10,Group-1,"County Road 911, Ozark County, Missouri, United States"
8410,8/14/2020,8/27/2020,5427.128403,Human,42.41934,-115.2335,IDSCC,Grass-Shrub,US-ID,13,Group-1,"Owyhee County, Idaho, United States"
8411,2/25/2020,3/4/2020,15,Human,32.09159,-107.1186,NMSDC,Brush,US-NM,8,Group-1,"Doña Ana County, New Mexico, United States"
8412,8/13/2020,8/13/2020,0.2,Human,46.74306,-104.2637,MTMCC,Grass,US-MT,0,Group-1,"Edge Hill Road West, Wibaux County, Montana, United States"
8413,9/2/2020,10/14/2020,16370.89156,Natural,45.69437,-106.2425,MTMCC,Grass-Shrub,US-MT,42,Group-3,"Rosebud County, Montana, United States"
8414,2/27/2020,3/5/2020,4,Human,31.08828,-89.14859,MSMIC,Brush,US-MS,7,Group-1,"Forrest County, Mississippi, 39425, United States"
8415,7/8/2020,12/11/2020,0.1,Human,43.66747,-121.4561,ORCOC,Grass-Shrub,US-OR,156,Group-5,"Finley Butte Road, La Pine, Deschutes County, Oregon, 97739, United States"
8416,1/13/2021,2/11/2021,377.1,Human,47.47127,-107.6635,MTMCC,Grass,US-MT,29,Group-2,"Brusett Road, Garfield County, Montana, United States"
8417,2/27/2021,3/2/2021,4,Human,30.70527,-88.94051,MSMIC,Brush,US-MS,3,Group-1,"131, Pasture Road, Stone County, Mississippi, 39573, United States"
8418,4/20/2020,4/26/2020,4,Human,36.06991,-93.18652,ARAOC,Timber,US-AR,6,Group-1,"County Road 80, Newton County, Arkansas, United States"
8419,8/17/2020,10/14/2020,4,Natural,43.77291,-121.9612,ORCOC,Timber,US-OR,58,Group-4,"Deschutes County, Oregon, United States"
8420,10/23/2020,10/24/2020,4,Human,40.39215,-106.5871,COCRC,Timber,US-CO,1,Group-1,"US 40, Jackson County, Colorado, United States"
8421,6/9/2020,6/11/2020,1.89999998,Human,43.44281,-105.4296,WYCPC,Grass,US-WY,2,Group-1,"WY 59, Converse County, Wyoming, United States"
8422,7/1/2020,7/14/2020,0.1,Natural,33.49023516,-86.36180677,ALAIC,Timber,US-AL,13,Group-1,"Lagniappe, New London, St. Clair County, Alabama, United States"
8423,8/1/2020,8/8/2020,431.9959567,Human,44.63274,-116.4828,IDPAC,Grass,US-ID,7,Group-1,"Adams County, Idaho, United States"
8424,8/17/2020,9/30/2020,0.66636015,Natural,39.993233,-120.058483,CASIFC,Brush,US-CA,44,Group-3,"Lassen County, California, United States"
8425,7/2/2020,7/4/2020,73.2305736,Unknown,39.63645,-119.6726,NVSFC,Grass,US-NV,2,Group-1,"8714, Eaglenest Road, Washoe County, Nevada, 89436, United States"
8426,3/9/2020,3/10/2020,15.32499604,Human,39.045755,-76.641271,PAMACC,Grass,US-MD,1,Group-1,"1122, Goldfinch Lane, Tanager Forest, Anne Arundel County, Maryland, 21108, United States"
8427,3/14/2021,3/15/2021,0.1,Human,47.972,-95.4032,MNMNCC,Grass,US-MN,1,Group-1,"River Road, Clearwater County, Minnesota, United States"
8428,5/24/2020,5/25/2020,4,Unknown,31.44968,-109.8164,AZTDC,Grass,US-AZ,1,Group-1,"Double Adobe Road, Cochise County, Arizona, 85617, United States"
8429,7/29/2020,8/1/2020,1.94227388,Natural,37.59043,-109.5047,UTMFC,Brush,US-UT,3,Group-1,"Westwater Creek Road, Blanding, San Juan County, Utah, 84511, United States"
8430,8/21/2020,8/22/2020,4,Human,47.4383819,-102.9841184,SDGPC,Grass-Shrub,US-ND,1,Group-1,"Boyscout Camp Road, Dunn County, North Dakota, United States"
8431,6/27/2020,7/9/2020,4,Unknown,44.48344,-83.57876,MIMIDC,Timber,US-MI,12,Group-1,"Bissonette Road, Oscoda Township, Iosco County, Michigan, United States"
8432,7/16/2020,8/2/2020,0.019273,Human,44.25302,-115.0448,IDSCC,Grass-Shrub,US-ID,17,Group-2,"National Forest Development Road 640, Idaho, United States"
8433,4/27/2020,4/30/2020,2.8,Human,44.74375969,-87.92382825,WIWIC,Grass,US-WI,3,Group-1,"Wisconsin, United States"
8434,8/1/2020,8/8/2020,1.58788507,Human,19.898682,-155.665857,CAMNFC,Grass-Shrub,US-HI,7,Group-1,"Hawaiʻi County, Hawaii, United States"
8435,4/11/2020,4/14/2020,4,Human,43.58134,-121.5572,ORCOC,Timber,US-OR,3,Group-1,"Michael Road, Klamath County, Oregon, United States"
8436,7/29/2020,8/9/2020,30,Human,35.56024,-114.267,AZPDC,Grass-Shrub,US-AZ,11,Group-1,"Ivy Drive, Mohave County, Arizona, United States"
8437,3/21/2021,3/28/2021,1.5,Unknown,43.82981,-85.77554,MIMIDC,Timber,US-MI,7,Group-1,"88th Street, Yates Township, Lake County, Michigan, United States"
8438,3/9/2021,3/19/2021,32,Human,37.15102,-83.6709,KYKIC,Timber,US-KY,10,Group-1,"696, Bowling Branch Road, Clay County, Kentucky, 40962, United States"
8439,7/27/2020,8/2/2020,4,Natural,40.773367,-121.3747,CASIFC,Grass-Shrub,US-CA,6,Group-1,"Forest Route 36N18, Shasta County, California, United States"
8440,4/2/2021,4/2/2021,1.94,Unknown,43.57181,-105.3814,WYCPC,Grass,US-WY,0,Group-1,"Antelope Road, Teckla, Campbell County, Wyoming, United States"
8441,3/7/2020,3/18/2020,2,Human,36.93409,-92.10044,MOMOC,Timber,US-MO,11,Group-1,"State Highway AP, Douglas County, Missouri, United States"
8442,4/24/2021,4/24/2021,4,Human,45.253783,-69.445469,NHNEC,Timber,US-ME,0,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
8443,2/7/2020,2/24/2020,45,Unknown,31.01568,-93.13986,LALIC,Timber,US-LA,17,Group-2,"Vernon Parish, Louisiana, United States"
8444,4/2/2021,6/29/2021,41.63259243,Human,30.24846,-82.58836,FLFIC,Brush,US-FL,88,Group-5,"I 10, Lake CIty, Columbia County, Florida, 32055, United States"
8445,8/11/2020,8/18/2020,2.26185174,Human,42.63557,-120.6206,ORLFC,Grass-Shrub,US-OR,7,Group-1,"Lake County, Oregon, United States"
8446,8/26/2020,8/28/2020,4,Human,33.83501,-112.3125,AZPDC,Grass-Shrub,US-AZ,2,Group-1,"West Carefree Highway, Peoria, Maricopa County, Arizona, United States"
8447,6/4/2020,6/4/2020,20.9,Natural,65.29755,-164.7248,AKGADC,Grass-Shrub,US-AK,0,Group-1,"Nome, Alaska, United States"
8448,6/30/2020,7/12/2020,4,Unknown,42.51987,-120.5795,ORLFC,Grass-Shrub,US-OR,12,Group-1,"Lake County, Oregon, United States"
8449,9/15/2020,11/20/2020,565.3095943,Human,46.63214,-121.2926,WACWC,Timber,US-WA,66,Group-5,"Forest Road 530, Yakima County, Washington, 98937-9546, United States"
8450,8/14/2020,8/19/2020,4,Natural,46.38098,-105.1437,MTMCC,Timber,US-MT,5,Group-1,"North Nolton Road, Knowlton, Custer County, Montana, United States"
8451,4/22/2020,4/24/2020,30,Human,47.57047697,-93.74467364,MNMNCC,Grass-Shrub,US-MN,2,Group-1,"Itasca County, Minnesota, United States"
8452,7/18/2020,7/21/2020,50.5033018,Human,43.39272,-111.9603,IDEIC,Grass-Shrub,US-ID,3,Group-1,"Taylor Mountain Road, Bingham County, Idaho, United States"
8453,7/4/2020,7/10/2020,1.73898233,Human,40.64964,-112.685,UTNUC,Grass-Shrub,US-UT,6,Group-1,"Skull Valley Road, Tooele County, Utah, United States"
8454,6/6/2020,6/14/2020,4,Natural,33.178,-110.8109,AZTDC,Unknown,US-AZ,8,Group-1,"Tucson-Globe Highway, Gila County, Arizona, United States"
8455,6/22/2020,7/5/2020,4.10834593,Natural,66.55264,-158.5733,AKGADC,Grass-Shrub,US-AK,13,Group-1,"Northwest Arctic, Alaska, 99752, United States"
8456,7/19/2020,9/15/2020,4,Human,47.71504,-121.2907,WAPSC,Timber,US-WA,58,Group-4,"National Forest Development Road 6066, King County, Washington, 98288, United States"
8457,3/3/2021,3/11/2021,35.56,Human,37.583801,-89.298333,ILILC,Grass,US-IL,8,Group-1,"2047, Alto Waterworks Road, Union County, Illinois, 62920, United States"
8458,11/25/2020,11/25/2020,4,Human,42.92458,-114.8073,IDSCC,Grass,US-ID,0,Group-1,"US 26, Gooding County, Idaho, 83330, United States"
8459,4/8/2020,4/8/2020,1,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,0,Group-1,"Pennington County, South Dakota, United States"
8460,8/21/2020,9/2/2020,0.00816203,Natural,40.666083,-116.72775,NVEIC,Grass,US-NV,12,Group-1,"I 80, Shoshone, Eureka County, Nevada, United States"
8461,6/5/2020,6/30/2020,142.9707947,Natural,37.84352,-104.5541,COPBC,Grass-Shrub,US-CO,25,Group-2,"County Road 123, Huerfano County, Colorado, United States"
8462,8/8/2020,9/2/2020,75.60269474,Natural,40.332167,-115.648167,NVEIC,Brush,US-NV,25,Group-2,"Elko County, Nevada, United States"
8463,10/31/2020,11/16/2020,0.1125567,Human,43.57396,-114.5627,IDSCC,Grass,US-ID,16,Group-2,"Blaine County, Idaho, United States"
8464,12/27/2020,1/25/2021,4,Human,34.56004,-93.4511,ARAOC,Timber,US-AR,29,Group-2,"Mtn Harbor Road, Joplin, Montgomery County, Arkansas, United States"
8465,2/23/2021,3/2/2021,4,Human,35.84298,-92.95874,ARAOC,Grass,US-AR,7,Group-1,"Dickey Junction, Newton County, Arkansas, United States"
8466,6/14/2020,6/28/2020,11635.09024,Natural,43.88805,-106.4387,WYCPC,Grass-Shrub,US-WY,,,"Reno Road, Johnson County, Wyoming, United States"
8467,3/8/2020,3/21/2020,0.8,Human,39.483975,-82.058189,PAMACC,Timber,US-OH,13,Group-1,"19661, Township Highway 346, Athens County, Ohio, 45732, United States"
8468,7/7/2020,7/21/2020,1.30081665,Unknown,42.53168,-109.085,WYCPC,Unknown,US-WY,,,"Sweetwater Gap Road, Sublette County, Wyoming, United States"
8469,7/14/2020,7/17/2020,4,Human,40.57388,-105.4985,COFTC,Slash,US-CO,3,Group-1,"Fire Route 154, Larimer County, Colorado, United States"
8470,7/25/2020,1/5/2021,6922.006697,Natural,37.812167,-119.64655,CAYPCC,Timber,US-CA,164,Group-5,"Mariposa County, California, United States"
8471,6/25/2020,6/26/2020,15.67567119,Human,33.1407,-110.9909,AZTDC,Unknown,US-AZ,1,Group-1,"SR 177, Pinal County, Arizona, United States"
8472,7/4/2020,7/8/2020,4,Natural,46.639167,-103.467056,NDNDC,Grass,US-ND,4,Group-1,"Billings County, North Dakota, 58645, United States"
8473,6/4/2020,8/24/2020,2239.944603,Natural,66.12001,-157.0294,AKGADC,Brush,US-AK,81,Group-5,"Unorganized Borough, Alaska, United States"
8474,6/9/2020,6/26/2020,49.40000153,Human,37.07781,-113.1351,UTCDC,Timber,US-UT,17,Group-2,"Apple Valley, Washington County, Utah, United States"
8475,9/21/2020,9/26/2020,407.9844244,Natural,36.98246,-113.6515,UTCDC,Brush,US-AZ,5,Group-1,"Veterans Memorial Highway, Mohave County, Arizona, United States"
8476,2/26/2021,3/22/2021,4,Human,31.15738,-89.05496,MSMIC,Grass,US-MS,24,Group-2,"Red Hill Road, Perry County, Mississippi, 39462, United States"
8477,6/15/2020,9/30/2020,14690.28557,Natural,33.54549,-107.3771,NMSFC,Timber,US-NM,107,Group-5,"Socorro County, New Mexico, United States"
8478,5/5/2020,5/9/2020,2,Unknown,47.22935,-94.20874,MNMNCC,Brush,US-MN,4,Group-1,"11501, County 8 Northeast, Federal Dam, Cass County, Minnesota, 56641, United States"
8479,4/14/2020,4/30/2020,10,Human,30.600278,-88.912778,MSMIC,Brush,US-MS,16,Group-2,"Harrison County, Mississippi, United States"
8480,3/2/2020,3/5/2020,4,Human,31.061,-89.28259,MSMIC,Brush,US-MS,3,Group-1,"Forrest County, Mississippi, United States"
8481,8/16/2020,10/13/2020,303.0740156,Unknown,38.90552,-111.4718,UTRFC,Timber,US-UT,58,Group-4,"Collier Road, Sevier County, Utah, United States"
8482,10/4/2020,10/7/2020,13.42157027,Human,43.59114,-116.6917,IDBDC,Grass,US-ID,3,Group-1,"Orchard Avenue, Canyon County, Idaho, 83651-8149, United States"
8483,8/25/2020,1/4/2021,4,Natural,40.63543,-110.4469,UTUBC,Timber,US-UT,132,Group-5,"Center Park Trail, Duchesne County, Utah, United States"
8484,10/13/2020,10/17/2020,60,Human,36.45883,-96.13548,ARAOC,Grass,US-OK,4,Group-1,"CR 2190, Osage County, Oklahoma, United States"
8485,4/22/2020,4/22/2020,1,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,0,Group-1,"Pennington County, South Dakota, United States"
8486,3/1/2020,3/4/2020,1285,Human,28.92269,-80.82117,FLFIC,Brush,US-FL,3,Group-1,"Apollo Beach Road, Oak Hill, Volusia County, Florida, United States"
8487,6/7/2020,6/15/2020,1,Natural,36.466667,-106.05,NMTDC,Timber,US-NM,8,Group-1,"County Road 262, Rio Arriba County, New Mexico, United States"
8488,6/13/2020,6/13/2020,0.1,Natural,44.03513101,-103.0360372,SDGPC,Grass,US-SD,0,Group-1,"Pennington County, South Dakota, United States"
8489,6/25/2020,7/2/2020,18.08269352,Human,34.02161,-112.3249,AZPDC,Unknown,US-AZ,7,Group-1,"Columbia, Yavapai County, Arizona, United States"
8490,3/26/2020,4/29/2020,7497.943378,Human,30.22127,-84.87469,FLFIC,Timber,US-FL,34,Group-3,"Florida Trail, Liberty County, Florida, United States"
8491,2/2/2021,3/24/2021,4,Human,31.32452,-88.68827,MSMIC,Brush,US-MS,50,Group-4,"Jones McLain Road, Greene County, Mississippi, United States"
8492,6/15/2020,6/16/2020,8.4440937,Human,44.12773,-107.5735,WYCDC,Grass-Shrub,US-WY,1,Group-1,"Lower Nowood Road, Washakie County, Wyoming, United States"
8493,8/17/2020,8/22/2020,4,Natural,34.20124,-112.1603,AZPDC,Grass-Shrub,US-AZ,5,Group-1,"Black Canyon Trail, Bumble Bee, Yavapai County, Arizona, United States"
8494,10/21/2020,11/30/2020,4,Human,31.58044,-88.99145,MSMIC,Brush,US-MS,40,Group-3,"Strickland Road, Jones County, Mississippi, United States"
8495,9/7/2020,9/11/2020,2.09826406,Natural,44.979,-116.6103,IDPAC,Timber,US-ID,4,Group-1,"Adams County, Idaho, United States"
8496,8/9/2020,8/13/2020,4,Natural,43.4242,-103.5324,SDGPC,Unknown,US-SD,4,Group-1,"27431, US 18, Fall River County, South Dakota, 57747, United States"
8497,2/4/2021,2/9/2021,118.02,Human,34.69995167,-83.70987378,GAGIC,Timber,US-GA,5,Group-1,"102, Fussen Strasse, Helen, White County, Georgia, 30545, United States"
8498,4/19/2020,4/20/2020,4,Human,47.4383819,-102.9841184,SDGPC,Grass,US-ND,1,Group-1,"Boyscout Camp Road, Dunn County, North Dakota, United States"
8499,10/14/2020,10/21/2020,0.1,Human,34.36809,-111.0736,AZPHC,Timber,US-AZ,7,Group-1,"Highline Trail #31, Mountain Meadows, Gila County, Arizona, United States"
8500,5/24/2020,5/29/2020,0.1,Unknown,32.845833,-105.725278,NMADC,Timber,US-NM,5,Group-1,"Benson Canyon Trail (5005), Otero County, New Mexico, United States"
8501,7/1/2020,7/11/2020,4,Human,44.41972,-83.57351,MIMIDC,Timber,US-MI,10,Group-1,"Fargo Road, Oscoda Township, Iosco County, Michigan, United States"
8502,4/17/2020,4/21/2020,0.42,Human,44.59007,-83.58839,MIMIDC,Timber,US-MI,4,Group-1,"1494, Mikado-Glennie Road, Mikado Township, Alcona County, Michigan, 48745, United States"
8503,3/5/2020,5/1/2020,827.5076697,Human,43.2699,-118.8467,ORBIC,Grass,US-OR,57,Group-4,"Sodhouse Lane, Harney County, Oregon, 97721, United States"
8504,8/19/2020,8/20/2020,46.35,Human,42.66664,-114.9411,IDSCC,Brush,US-ID,1,Group-1,"Twin Falls County, Idaho, United States"
8505,3/15/2021,3/16/2021,1.2,Unknown,37.64308636,-79.76722545,VAVIC,Timber,US-VA,1,Group-1,"12711, Narrow Passage Road, Eagle Rock, Botetourt County, Virginia, 24085, United States"
8506,8/26/2020,11/18/2020,17456.86784,Natural,44.76804,-115.5122,IDBDC,Timber,US-ID,84,Group-5,"Valley County, Idaho, United States"
8507,5/23/2020,6/2/2020,4,Human,45.253783,-69.445469,NHNEC,Timber,US-ME,10,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
8508,8/22/2020,8/30/2020,0.1,Human,33.96682,-111.8618,AZPHC,Grass-Shrub,US-AZ,8,Group-1,"Seven Springs Road [FR 24], Maricopa County, Arizona, United States"
8509,7/22/2020,7/28/2020,0.74534865,Natural,42.65113,-120.5622,ORLFC,Timber,US-OR,6,Group-1,"Paisley, Lake County, Oregon, 97636, United States"
8510,6/8/2020,6/8/2020,4,Unknown,40.44141,-105.3799,COFTC,Timber,US-CO,0,Group-1,"Crosier Mountain Trail, Larimer County, Colorado, 80532, United States"
8511,5/18/2020,5/26/2020,6.06948308,Natural,37.61438,-109.6476,UTMFC,Unknown,US-UT,8,Group-1,"San Juan County, Utah, United States"
8512,6/17/2020,6/21/2020,4,Human,34.02121,-112.1436,AZPDC,Grass-Shrub,US-AZ,4,Group-1,"I 17, Maricopa County, Arizona, 85324, United States"
8513,4/30/2020,4/30/2020,4,Human,47.19874,-114.8877,MTMDC,Grass,US-MT,0,Group-1,"Mullan Road East, Riverview Trailer Park, Superior, Mineral County, Montana, 59872, United States"
8514,8/4/2020,8/12/2020,4,Natural,47.20115,-106.945,MTMCC,Grass-Shrub,US-MT,8,Group-1,"BLM, Garfield County, Montana, United States"
8515,8/27/2020,8/27/2020,37.40805618,Natural,44.30014,-116.9853,IDPAC,Unknown,US-ID,0,Group-1,"Jenkins Creek Ranch Airport, Jenkins Creek Road, Washington County, Idaho, 83672, United States"
8516,10/10/2020,10/18/2020,0.1,Human,40.840881,-120.510574,CASIFC,Grass,US-CA,8,Group-1,"Termo Grasshopper Road, Termo, Lassen County, California, United States"
8517,12/26/2020,12/30/2020,39.6,Human,34.21498,-117.4113,CASBCC,Unknown,US-CA,4,Group-1,"Glen Helen Road, Devore, San Bernardino County, California, 92407, United States"
8518,7/29/2020,8/2/2020,4,Natural,43.29856,-103.7093,SDGPC,Unknown,US-SD,4,Group-1,"Rocky Ford Road, Fall River County, South Dakota, United States"
8519,8/2/2020,8/10/2020,4.88669157,Human,39.79864,-120.0355,NVSFC,Grass-Shrub,US-CA,8,Group-1,"US 395, Lassen County, California, United States"
8520,4/20/2020,4/28/2020,4,Human,44.6501,-84.05628,MIMIDC,Timber,US-MI,8,Group-1,"2086, South River Road, Mentor Township, Oscoda County, Michigan, 48647, United States"
8521,10/8/2020,10/9/2020,33.5,Human,46.69801,-107.6068,MTMCC,Grass,US-MT,1,Group-1,"Rosebud County, Montana, United States"
8522,7/20/2020,7/24/2020,4,Unknown,44.03513101,-103.0360372,SDGPC,Grass,US-SD,4,Group-1,"Pennington County, South Dakota, United States"
8523,8/14/2020,9/6/2020,2.35367836,Human,40.80774,-112.9327,UTNUC,Grass,US-UT,23,Group-2,"Dwight D. Eisenhower Highway, Wendover, Tooele County, Utah, United States"
8524,7/8/2020,7/9/2020,4,Human,41.885883,-120.128217,CASIFC,Grass-Shrub,US-CA,1,Group-1,"Lake Annie Road, Modoc County, California, United States"
8525,5/20/2020,5/20/2020,4,Human,45.253783,-69.445469,NHNEC,Grass,US-ME,0,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
8526,6/2/2020,6/11/2020,0.64399827,Natural,63.85233,-150.8917,AKYTDC,Timber,US-AK,9,Group-1,"Denali, Alaska, United States"
8527,10/16/2020,10/21/2020,1.6,Human,38.61,-109.5346,UTMFC,Brush,US-UT,5,Group-1,"UT 128, Moab, Grand County, Utah, 84532, United States"
8528,7/27/2020,7/28/2020,4,Human,43.03544,-112.4167,IDEIC,Grass,US-ID,1,Group-1,"Eagle Road, Bingham County, Idaho, United States"
8529,4/24/2020,4/24/2020,4,Unknown,47.54463,-93.95901,MNMNCC,Grass-Shrub,US-MN,0,Group-1,"52046, Reservation Hwy 12, Inger, Itasca County, Minnesota, 56636, United States"
8530,7/20/2020,8/1/2020,2,Natural,39.95804,-106.4413,COCRC,Timber,US-CO,12,Group-1,"Grand County, Colorado, United States"
8531,8/18/2020,9/2/2020,4,Natural,45.00359,-106.4855,MTMCC,Grass,US-MT,15,Group-2,"BLM, Decker Road, Big Horn County, Montana, United States"
8532,5/15/2020,5/27/2020,4,Human,33.92699,-112.6777,AZPDC,Grass-Shrub,US-AZ,12,Group-1,"2198, North 288th Avenue, Maricopa County, Arizona, 85390, United States"
8533,6/30/2020,7/2/2020,1,Human,37.47321024,-119.7222323,CASIFC,Timber,US-CA,2,Group-1,"5790, Creel Road, Ponderosa Basin, Mariposa County, California, 95338, United States"
8534,8/16/2020,8/25/2020,4,Natural,42.28786,-120.5412,ORLFC,Timber,US-OR,9,Group-1,"National Forest Development Road 3723, Lake County, Oregon, United States"
8535,2/10/2020,2/12/2020,68,Human,36.91856,-96.39576,ARAOC,Grass,US-OK,2,Group-1,"CR 4720, Osage County, Oklahoma, United States"
8536,4/14/2021,4/14/2021,1.8,Human,45.253783,-69.445469,NHNEC,Timber,US-ME,0,Group-1,"319, Steward Road, Monson, Maine, 04464, United States"
8537,8/4/2020,8/15/2020,0.41874401,Human,41.40946,-117.5636,NVCNC,Brush,US-NV,11,Group-1,"Stone House Road, Humboldt County, Nevada, United States"
8538,3/13/2021,3/27/2021,1.3,Human,35.62479,-82.209,NCNCC,Unknown,US-NC,,,"I 40;US 70, McDowell County, North Carolina, 28770, United States"
8539,2/29/2020,3/5/2020,4,Human,31.10393,-89.15927,MSMIC,Brush,US-MS,5,Group-1,"Forrest County, Mississippi, 39425, United States"
8540,4/26/2020,4/29/2020,4,Human,47.26323,-94.21072,MNMNCC,Timber,US-MN,3,Group-1,"Cass County, Minnesota, United States"
8541,7/13/2020,8/11/2020,8460.84449,Human,37.9218,-114.072867,NVECC,Brush,US-NV,29,Group-2,"Iris Mine, Gold Spring Road, Iron County, Utah, United States"
8542,9/9/2020,9/10/2020,4,Unknown,43.65079,-105.4261,WYCPC,Grass,US-WY,1,Group-1,"224, Edwards Road, Campbell County, Wyoming, 82718, United States"
8543,7/5/2020,7/6/2020,0.2,Human,42.84323,-106.1314,WYCPC,Grass-Shrub,US-WY,1,Group-1,"Old Glenrock Highway, Cow Hollow, Natrona County, Wyoming, United States"
8544,8/6/2020,8/9/2020,4,Natural,42.972,-121.1314,ORLFC,Brush,US-OR,3,Group-1,"Lake County, Oregon, United States"
8545,2/7/2020,3/10/2020,4,Human,31.08327,-89.0666,MSMIC,Brush,US-MS,32,Group-3,"Paret Tower Road, Perry County, Mississippi, United States"
8546,3/8/2020,3/20/2020,640.9,Human,31.02063,-93.1658,LALIC,Timber,US-LA,12,Group-1,"Vernon Parish, Louisiana, 71459, United States"
