OBJECTID,Date_Start,Date_Finish,Acres,FireCause,Lat,Long,DispatchCenterID,PredominantFuelGroup,State,Fire_Duration,Fire_Duration_Group,Address,URLAddress,tempmax,tempmin,temp,humidity,precip,windspeed,pressure,visibility,solarradiation,conditions
12122,7/5/2021,7/10/2021,1.12677777,Natural,43.72633,-105.3626,WYCPC,Grass-Shrub,US-WY,5,Group-1,"718, Hilight Road, Campbell County, Wyoming, 82718, United States",718%2C%20Hilight%20Road%2C%20Campbell%20County%2C%20Wyoming%2C%2082718%2C%20United%20States,84.8,54,69.7,48.93,0,16.1,1019.3,9.9,523.3,Clear
12123,7/2/2021,7/16/2021,8.076834191,Natural,48.99913,-116.3409,IDCDC,Unknown,US-ID,,,"Harvey Mountain Road, Boundary County, Idaho, United States",Harvey%20Mountain%20Road%2C%20Boundary%20County%2C%20Idaho%2C%20United%20States,92.9,61.1,74.7,50.55,0,21.9,1014.3,162.2,471.5,Clear
12124,7/5/2021,7/5/2021,10.84223876,Undetermined,43.82991,-105.1841,WYCPC,Grass-Shrub,US-WY,0,Group-1,"Campbell County, Wyoming, United States",Campbell%20County%2C%20Wyoming%2C%20United%20States,96.2,62.1,79.4,35.53,0,13.9,1008.8,9.9,445.8,Clear
12125,7/5/2021,7/5/2021,4.47518971,Natural,43.79525,-105.2013,WYCPC,Grass-Shrub,US-WY,0,Group-1,"Campbell County, Wyoming, United States",Campbell%20County%2C%20Wyoming%2C%20United%20States,84.8,54,69.7,48.93,0,16.1,1019.3,9.9,509.9,Clear
12126,7/5/2021,7/15/2021,3,Undetermined,47.61956,-119.288,WANEC,Unknown,US-WA,10,Group-1,"Coulee City, Grant County, Washington, 99115, United States",Coulee%20City%2C%20Grant%20County%2C%20Washington%2C%2099115%2C%20United%20States,96,63.5,82.2,35.16,0,12.2,1010.8,8.9,458.7,Clear
12127,7/4/2021,7/18/2021,14100,Undetermined,47.39861,-120.1434,WACWC,Unknown,US-WA,,,"Batterman Road, Douglas County, Washington, United States",Batterman%20Road%2C%20Douglas%20County%2C%20Washington%2C%20United%20States,96.1,70.1,82.5,30.72,0,22.9,1008.6,9.9,464.9,Clear
12128,7/4/2021,7/18/2021,856.9464025,Undetermined,34.80208,-118.8767,CALACC,Grass-Shrub,US-CA,,,"Ralphs Ranch Road, California, 92343, United States",Ralphs%20Ranch%20Road%2C%20California%2C%2092343%2C%20United%20States,79,58.8,68.6,70.62,0,10.8,1014,9.2,451.5,Partially cloudy
12129,7/3/2021,7/17/2021,4,Natural,45.37687,-106.5906,MTMCC,Timber,US-MT,,,"Rosebud County, Montana, United States",Rosebud%20County%2C%20Montana%2C%20United%20States,97.1,69.2,83.4,37.95,0.01,15,1009.9,9.7,418.9,Rain
12130,7/1/2021,7/15/2021,4,Human,45.67294,-105.6738,MTMCC,Unknown,US-MT,,,"Camp Creek Road, Powder River County, Montana, United States",Camp%20Creek%20Road%2C%20Powder%20River%20County%2C%20Montana%2C%20United%20States,,,,,,,,,,
12131,7/4/2021,7/18/2021,2.937884026,Undetermined,46.5674,-116.4185,IDGVC,Unknown,US-ID,,,"1067, Freeman Creek Road, Clearwater County, Idaho, 83537, United States",1067%2C%20Freeman%20Creek%20Road%2C%20Clearwater%20County%2C%20Idaho%2C%2083537%2C%20United%20States,94.1,60.3,78.2,26.52,0,13.5,1010.8,9.6,420.8,Clear
12132,7/5/2021,7/12/2021,6.36314153,Natural,66.72008,-146.1239,AKYTDC,Timber,US-AK,7,Group-1,"Unorganized Borough, Alaska, United States",Unorganized%20Borough%2C%20Alaska%2C%20United%20States,83,64.6,74.9,67.86,0,10.2,1019.8,9.8,325.5,Clear
12133,7/2/2021,7/8/2021,4,Human,47.57047697,-93.74467364,MNMNCC,Brush,US-MN,6,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,87.9,68.4,78.3,63.65,0.01,14.3,1011.8,9.6,440.9,Rain
12134,7/1/2021,7/15/2021,27.064,Natural,46.38966,-116.5868,IDGVC,Grass-Shrub,US-ID,,,"Nez Perce County, Idaho, United States",Nez%20Perce%20County%2C%20Idaho%2C%20United%20States,96,67.3,80.3,45.57,0.11,19.5,1009,9.7,383.7,Rain
12135,7/5/2021,7/13/2021,4,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,8,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,87.9,68.4,78.3,63.65,0.01,14.3,1011.8,9.6,440.9,Rain
12136,7/5/2021,7/5/2021,3,Human,46.08251,-118.9037,WACWC,Unknown,US-WA,0,Group-1,"1st Street, Wallula, Walla Walla County, Washington, United States",1st%20Street%2C%20Wallula%2C%20Walla%20Walla%20County%2C%20Washington%2C%20United%20States,100.4,71.1,85.8,26.57,0,10.7,1011.2,9.9,503.9,Clear
12137,7/4/2021,7/4/2021,0.1,Human,47.57047697,-93.74467364,MNMNCC,Timber,US-MN,0,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,91.3,66.9,78.2,65.64,0.08,10.8,1007.1,9.9,395.8,Rain
12138,7/4/2021,7/4/2021,0.1,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,0,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,91.3,66.9,78.2,65.64,0.08,10.8,1007.1,9.9,395.8,Rain
12139,7/5/2021,7/6/2021,0.5,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,1,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,87.9,68.4,78.3,63.65,0.01,14.3,1011.8,9.6,440.9,Rain
12140,7/5/2021,7/19/2021,0.073199029,Natural,40.72813,-111.772,UTNUC,Unknown,US-UT,,,"I 80, Salt Lake County, Utah, 84109, United States",I%2080%2C%20Salt%20Lake%20County%2C%20Utah%2C%2084109%2C%20United%20States,94.6,72.5,83.5,37.27,0,16.8,1011.6,9.9,395.1,Partially cloudy
12141,6/29/2021,7/13/2021,0.3,Undetermined,36.20988,-118.196,CAOVCC,Timber,US-CA,,,"Tulare County, California, United States",Tulare%20County%2C%20California%2C%20United%20States,103.1,72.7,87.4,45.45,0,10.8,1008.1,9.9,458.8,Clear
12142,7/3/2021,7/17/2021,734.4142255,Undetermined,39.87512,-120.36775,CAPNFC,Unknown,US-CA,,,"Plumas County, California, United States",Plumas%20County%2C%20California%2C%20United%20States,91.5,66.3,76.1,39.56,0,11.4,,9.7,441.7,Clear
12143,7/5/2021,7/7/2021,0.2,Human,41.18795,-122.3418,CARICC,Unknown,US-CA,2,Group-1,"Siskiyou County, California, United States",Siskiyou%20County%2C%20California%2C%20United%20States,99,60.3,81.3,30.49,0,13.1,1014.4,9.5,464.6,Clear
12144,7/3/2021,7/17/2021,4,Natural,45.20239,-105.6325,MTMCC,Unknown,US-MT,,,"Powder River County, Montana, United States",Powder%20River%20County%2C%20Montana%2C%20United%20States,,,,,,,,,,
12145,7/5/2021,7/5/2021,0.1,Natural,44.09008,-104.5519,WYCPC,Grass-Shrub,US-WY,0,Group-1,"Community Pasture Road, Upton, Weston County, Wyoming, United States",Community%20Pasture%20Road%2C%20Upton%2C%20Weston%20County%2C%20Wyoming%2C%20United%20States,86.4,55.7,72.5,40.43,0,11.4,1021.5,9.9,497.9,Clear
12147,6/26/2021,7/10/2021,13791.53972,Natural,63.851,-153.077,AKYTDC,Unknown,US-AK,,,"Unorganized Borough, Alaska, United States",Unorganized%20Borough%2C%20Alaska%2C%20United%20States,85.1,74.5,79.4,72.11,0,18.3,1014,9.9,208.4,Partially cloudy
12148,7/3/2021,7/8/2021,36.56583947,Natural,65.53743,-144.7686,AKYTDC,Timber,US-AK,5,Group-1,"Circle Hot Springs Road, Central, Unorganized Borough, Alaska, United States",Circle%20Hot%20Springs%20Road%2C%20Central%2C%20Unorganized%20Borough%2C%20Alaska%2C%20United%20States,,,,,,,,,,
12149,7/3/2021,7/17/2021,0.862025277,Natural,46.45433,-115.9565,IDGVC,Unknown,US-ID,,,"Olson Road, Clearwater County, Idaho, United States",Olson%20Road%2C%20Clearwater%20County%2C%20Idaho%2C%20United%20States,97.2,56.1,74.2,41.08,0,9.8,1012.6,9.8,416.5,Clear
12150,7/4/2021,7/4/2021,0.1,Human,33.86889,-116.88165,CARRCC,Grass-Shrub,US-CA,0,Group-1,"Old Idyllwild Road, Riverside County, California, 92220, United States",Old%20Idyllwild%20Road%2C%20Riverside%20County%2C%20California%2C%2092220%2C%20United%20States,101,71.9,85.3,29.79,0,16.4,1016.3,9.9,301.4,Clear
12151,7/5/2021,7/19/2021,230,Undetermined,47.53599,-117.552,WANEC,Unknown,US-WA,,,"12310, South Andrus Road, Spokane County, Washington, 99004, United States",12310%2C%20South%20Andrus%20Road%2C%20Spokane%20County%2C%20Washington%2C%2099004%2C%20United%20States,90.8,63.2,78.2,27.43,0,13.5,1012.9,9.9,509.5,Partially cloudy
12152,7/4/2021,7/7/2021,9.631921336,Human,37.04853,-113.5559,UTCDC,Unknown,US-UT,3,Group-1,"3549, River Road, Hidden Valley, St. George, Washington County, Utah, 84790, United States",3549%2C%20River%20Road%2C%20Hidden%20Valley%2C%20St.%20George%2C%20Washington%20County%2C%20Utah%2C%2084790%2C%20United%20States,109,80.9,95.4,13.93,0,13.8,1007.7,9.9,498.9,Clear
12153,7/5/2021,7/11/2021,2.34427215,Human,42.29972,-105.1339,WYCPC,Grass,US-WY,6,Group-1,"Platte County, Wyoming, United States",Platte%20County%2C%20Wyoming%2C%20United%20States,89.2,55.1,72.5,42.03,0,11.3,1016.8,9.9,365,Clear
12154,7/4/2021,7/10/2021,134.2741871,Natural,44.14185,-104.8897,WYCPC,Grass,US-WY,6,Group-1,"Watt Road, Weston County, Wyoming, United States",Watt%20Road%2C%20Weston%20County%2C%20Wyoming%2C%20United%20States,82.7,53.7,68.6,51.26,0,12.6,1021.3,9.9,464.1,Clear
12155,7/5/2021,7/8/2021,4.6,Human,37.20104,-113.2689,UTCDC,Unknown,US-UT,3,Group-1,"24, East Center Street, Virgin Territory Trailer Park, La Verkin, Washington County, Utah, 84745, United States",24%2C%20East%20Center%20Street%2C%20Virgin%20Territory%20Trailer%20Park%2C%20La%20Verkin%2C%20Washington%20County%2C%20Utah%2C%2084745%2C%20United%20States,101.6,71.2,87.8,23.65,0,13.3,1011.7,9.9,499.2,Clear
12156,3/29/2021,4/12/2021,1,Unknown,36.48299,-94.05409,ARAOC,Unknown,US-AR,,,"17245, Wendell Jones Road, Garfield, Benton County, Arkansas, 72732, United States",17245%2C%20Wendell%20Jones%20Road%2C%20Garfield%2C%20Benton%20County%2C%20Arkansas%2C%2072732%2C%20United%20States,61.4,44.7,55.3,94.18,0.83,15.7,1011.7,9.1,91.3,"Rain, Partially cloudy"
12157,7/3/2021,7/6/2021,1,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,3,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,87,61.6,75.1,57.28,0,11.4,1014.9,9.7,451.6,Clear
12158,7/3/2021,7/17/2021,1.406575108,Natural,45.67451,-113.8876,MTDDC,Timber,US-MT,,,"MT 43, Beaverhead County, Montana, United States",MT%2043%2C%20Beaverhead%20County%2C%20Montana%2C%20United%20States,89.2,61.4,74.9,54.96,0.01,10.5,1015.1,9.9,461.9,Rain
12159,7/5/2021,7/6/2021,0.1,Undetermined,47.57047697,-93.74467364,MNMNCC,Grass-Shrub,US-MN,1,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,87.9,68.4,78.3,63.65,0.01,14.3,1011.8,9.6,440.9,Rain
12160,7/5/2021,7/6/2021,0.1,Undetermined,47.57047697,-93.74467364,MNMNCC,Unknown,US-MN,1,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,87.9,68.4,78.3,63.65,0.01,14.3,1011.8,9.6,440.9,Rain
12161,7/3/2021,7/17/2021,48.55499063,Natural,44.89389,-105.6643,WYCPC,Unknown,US-WY,,,"302, Beason Road, Campbell County, Wyoming, 82725, United States",302%2C%20Beason%20Road%2C%20Campbell%20County%2C%20Wyoming%2C%2082725%2C%20United%20States,84.8,54,69.7,48.93,0,16.1,1019.3,9.9,523.7,Clear
12162,7/2/2021,7/2/2021,3.56,Natural,42.97563,-114.4202,IDSCC,Unknown,US-ID,0,Group-1,"Lincoln County, Idaho, United States",Lincoln%20County%2C%20Idaho%2C%20United%20States,94.5,62.5,78.9,38.82,0,12.5,1011.2,9.9,368,Clear
12163,7/2/2021,7/16/2021,0.17,Undetermined,35.64932,-113.7688,AZPDC,Grass-Shrub,US-AZ,,,"Mohave County, Arizona, United States",Mohave%20County%2C%20Arizona%2C%20United%20States,99,78.2,89.7,23.13,0,25.3,1007.2,9.9,448.7,Clear
12164,7/2/2021,7/16/2021,4.04,Undetermined,45.41387,-109.3278,MTBDC,Unknown,US-MT,,,"Carbon County, Montana, United States",Carbon%20County%2C%20Montana%2C%20United%20States,90.5,63.2,77.9,30.4,0,19.7,1013.8,9.9,376,Clear
12165,7/1/2021,7/11/2021,0.5,Natural,42.16227,-114.1883,IDSCC,Timber,US-ID,10,Group-1,"Cassia County, Idaho, United States",Cassia%20County%2C%20Idaho%2C%20United%20States,94.9,62,78.5,39.23,0,11.8,1010.8,9.9,440,Clear
12166,7/3/2021,7/17/2021,1.07,Human,44.42939,-100.4105,SDGPC,Unknown,US-SD,,,"State Highway 1806, Stanley County, South Dakota, 57532, United States",State%20Highway%201806%2C%20Stanley%20County%2C%20South%20Dakota%2C%2057532%2C%20United%20States,102.8,68,84.1,44.5,0,27.7,1008.8,9.9,428,Clear
12167,7/3/2021,7/17/2021,0.02,Undetermined,39.33817,-119.8576,NVSFC,Unknown,US-NV,,,"19488, Mount Rose Highway, Sunridge, Washoe County, Nevada, 89511, United States",19488%2C%20Mount%20Rose%20Highway%2C%20Sunridge%2C%20Washoe%20County%2C%20Nevada%2C%2089511%2C%20United%20States,95.8,63.9,79.2,33.18,0,21.3,1013.1,9.9,380.9,Partially cloudy
12168,7/3/2021,7/3/2021,0.51,Human,42.40078,-114.6925,IDSCC,Grass-Shrub,US-ID,0,Group-1,"1800 East Road, Twin Falls County, Idaho, United States",1800%20East%20Road%2C%20Twin%20Falls%20County%2C%20Idaho%2C%20United%20States,96.1,64.5,79.6,36.61,0,20.9,1010,9.9,370.9,Clear
12169,7/1/2021,7/6/2021,0.01,Natural,43.1848,-120.889,ORLFC,Unknown,US-OR,5,Group-1,"5-14 B, Lake County, Oregon, United States",5-14%20B%2C%20Lake%20County%2C%20Oregon%2C%20United%20States,,,,,,,,,,
12170,7/3/2021,7/8/2021,0.1,Human,37.608367,-114.705033,NVECC,Unknown,US-NV,5,Group-1,"Great Basin Highway, Caliente, Lincoln County, Nevada, 89008, United States",Great%20Basin%20Highway%2C%20Caliente%2C%20Lincoln%20County%2C%20Nevada%2C%2089008%2C%20United%20States,,,,,,,,,,
12171,7/3/2021,7/17/2021,11.27,Undetermined,42.91067,-117.9833,ORVAC,Unknown,US-OR,,,"Malheur County, Oregon, United States",Malheur%20County%2C%20Oregon%2C%20United%20States,100.1,64.1,83.8,25.61,0,17.5,1010.2,,420.5,Clear
12172,7/2/2021,7/16/2021,46.74,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,,,"Pennington County, South Dakota, United States",Pennington%20County%2C%20South%20Dakota%2C%20United%20States,95.1,67.1,79.6,45.68,0.02,15.3,1009.2,9.9,271.9,Rain
12173,6/24/2021,7/3/2021,0.01,Natural,43.37729,-120.7243,ORLFC,Unknown,US-OR,9,Group-1,"Green Mountain Road, Lake County, Oregon, United States",Green%20Mountain%20Road%2C%20Lake%20County%2C%20Oregon%2C%20United%20States,,,,,,,,,,
12174,7/3/2021,7/17/2021,0.02,Human,44.37049,-100.3836,SDGPC,Unknown,US-SD,,,"1498, Salebarn Road, River Bluff Custom Homes, Fort Pierre, Stanley County, South Dakota, 57532, United States",1498%2C%20Salebarn%20Road%2C%20River%20Bluff%20Custom%20Homes%2C%20Fort%20Pierre%2C%20Stanley%20County%2C%20South%20Dakota%2C%2057532%2C%20United%20States,102.8,68,83.8,44.36,0,27.7,1009,9.9,428,Clear
12175,7/3/2021,7/17/2021,25.93412831,Natural,44.56637,-104.7497,SDGPC,Grass,US-WY,,,"Crook County, Wyoming, United States",Crook%20County%2C%20Wyoming%2C%20United%20States,82.4,52.9,68.2,54.16,0,10.2,1023.9,9.9,438.5,Partially cloudy
12176,7/4/2021,7/18/2021,0.1,Human,44.36477,-100.373,SDGPC,Unknown,US-SD,,,"216, Shimrose Drive, Fort Pierre, Stanley County, South Dakota, 57532, United States",216%2C%20Shimrose%20Drive%2C%20Fort%20Pierre%2C%20Stanley%20County%2C%20South%20Dakota%2C%2057532%2C%20United%20States,100.1,65.9,86,41,0,15,1007.7,9.9,494,Clear
12177,7/3/2021,7/17/2021,16.49,Natural,42.66964,-111.7121,IDEIC,Unknown,US-ID,,,"Caribou County, Idaho, United States",Caribou%20County%2C%20Idaho%2C%20United%20States,81.5,46.1,62.5,64.65,0,10.3,1025.5,9.9,520.6,Clear
12178,7/3/2021,7/17/2021,0.57,Human,44.03513101,-103.0360372,SDGPC,Grass,US-SD,,,"Pennington County, South Dakota, United States",Pennington%20County%2C%20South%20Dakota%2C%20United%20States,95.1,67.1,79.6,45.68,0.02,15.3,1009.2,9.9,271.9,Rain
12179,7/5/2021,7/19/2021,4,Undetermined,46.88469,-104.7124,MTMCC,Timber,US-MT,,,"Road 100, Dawson County, Montana, United States",Road%20100%2C%20Dawson%20County%2C%20Montana%2C%20United%20States,71.9,61.9,66.2,83.8,0.01,15.1,1019.5,9,286.4,"Rain, Partially cloudy"
12180,7/3/2021,7/5/2021,5.03,Natural,43.13506,-114.9522,IDSCC,Grass-Shrub,US-ID,2,Group-1,"Hill City Road, Gooding County, Idaho, United States",Hill%20City%20Road%2C%20Gooding%20County%2C%20Idaho%2C%20United%20States,94.4,59.8,78.9,24.34,0,15.4,1011.5,8.9,474.1,Clear
12181,7/3/2021,7/14/2021,0.1,Natural,42.41785,-114.4216,IDSCC,Brush,US-ID,11,Group-1,"Twin Falls County, Idaho, United States",Twin%20Falls%20County%2C%20Idaho%2C%20United%20States,91.6,64.6,77.6,41.02,0,22.2,1010.4,9.9,282.1,Clear
12182,7/4/2021,7/18/2021,0.46,Undetermined,42.97871,-120.7677,ORLFC,Unknown,US-OR,,,"Thousand Springs Lane, Summer Lake, Lake County, Oregon, United States",Thousand%20Springs%20Lane%2C%20Summer%20Lake%2C%20Lake%20County%2C%20Oregon%2C%20United%20States,,,,,,,,,,
12183,7/3/2021,7/15/2021,38.76269802,Natural,38.41117,-119.2492,NVSFC,Timber,US-CA,12,Group-1,"32198, Belfort, Mono County, California, United States",32198%2C%20Belfort%2C%20Mono%20County%2C%20California%2C%20United%20States,,,,,,,,,,
12184,7/4/2021,7/4/2021,0.09,Undetermined,36.24806,-116.0851,NVLIC,Grass,US-NV,0,Group-1,"Pahrump, Nye County, Nevada, United States",Pahrump%2C%20Nye%20County%2C%20Nevada%2C%20United%20States,,,,,,,,,,
12185,7/3/2021,7/16/2021,5412.32,Human,42.54762,-114.9869,IDSCC,Grass,US-ID,13,Group-1,"Twin Falls County, Idaho, United States",Twin%20Falls%20County%2C%20Idaho%2C%20United%20States,91.6,64.6,77.6,41.02,0,22.2,1010.4,9.9,282.1,Clear
12186,7/4/2021,7/5/2021,0.23,Human,44.13766,-103.2997,SDGPC,Unknown,US-SD,1,Group-1,"Merritt Road, Black Hawk, Pennington County, South Dakota, 57718, United States",Merritt%20Road%2C%20Black%20Hawk%2C%20Pennington%20County%2C%20South%20Dakota%2C%2057718%2C%20United%20States,92.9,68.5,81.9,35.41,0,13.2,1011.2,9.8,388.8,Partially cloudy
12187,6/18/2021,6/20/2021,0.25,Human,47.57047697,-93.74467364,MNMNCC,Grass,US-MN,2,Group-1,"Itasca County, Minnesota, United States",Itasca%20County%2C%20Minnesota%2C%20United%20States,79.6,56.9,68.6,49.4,0.02,18.5,1008.3,9.9,475.7,Rain
12189,7/4/2021,7/7/2021,2.036435751,Natural,66.56523,-144.5068,AKYTDC,Grass-Shrub,US-AK,3,Group-1,"Unorganized Borough, Alaska, United States",Unorganized%20Borough%2C%20Alaska%2C%20United%20States,86,66.1,75.8,68.03,0,9.4,1015.1,9.9,368.7,Clear
12190,7/5/2021,7/19/2021,1.227204105,Human,35.8169,-115.6313,NVLIC,Unknown,US-NV,,,"East Onyx Avenue, Sandy Valley, Clark County, Nevada, United States",East%20Onyx%20Avenue%2C%20Sandy%20Valley%2C%20Clark%20County%2C%20Nevada%2C%20United%20States,107.5,84.5,98.1,12.22,0,8.7,1008,9.9,533.9,Partially cloudy
12191,7/5/2021,7/19/2021,1.128646125,Human,35.87954,-115.2127,NVLIC,Unknown,US-NV,,,"Clark County, Nevada, United States",Clark%20County%2C%20Nevada%2C%20United%20States,108.2,79.6,96.9,13.69,0,11.3,1007.4,9.9,393.6,Clear
12192,7/1/2021,7/15/2021,107.6031276,Human,64.72115,-146.541,AKYTDC,Unknown,US-AK,,,"Fairbanks North Star, Alaska, United States",Fairbanks%20North%20Star%2C%20Alaska%2C%20United%20States,83.1,55.6,72.2,40.23,0,10.9,1008.8,9.2,271.9,Partially cloudy
12193,7/2/2021,7/16/2021,20.72067258,Undetermined,41.72524,-118.6322,NVCNC,Unknown,US-NV,,,"Boyd Basin Spring, Humboldt County, Nevada, United States",Boyd%20Basin%20Spring%2C%20Humboldt%20County%2C%20Nevada%2C%20United%20States,100.1,61.1,82.6,30.45,0.05,20.8,1010.7,9.9,478.5,Rain
12194,7/5/2021,7/5/2021,6.20E-05,Human,36.45778,-115.1976,NVLIC,Unknown,US-NV,0,Group-1,"Clark County, Nevada, United States",Clark%20County%2C%20Nevada%2C%20United%20States,111.1,82.8,98.9,11.83,0,7.9,1006.6,9.9,447.2,Clear
12195,5/18/2021,6/28/2021,1,Human,48.49355,-114.5291,MTKIC,Timber,US-MT,41,Group-3,"US 93, Whitefish, Flathead County, Montana, 59927, United States",US%2093%2C%20Whitefish%2C%20Flathead%20County%2C%20Montana%2C%2059927%2C%20United%20States,64.1,43.1,57.6,34.43,0,21.9,1009.6,9.9,342.9,Partially cloudy
12196,7/5/2021,7/5/2021,0.08,Human,61.56028,-149.55756,AKMSSC,Unknown,US-AK,0,Group-1,"4686, Range View Drive, Matanuska-Susitna, Alaska, 99623, United States",4686%2C%20Range%20View%20Drive%2C%20Matanuska-Susitna%2C%20Alaska%2C%2099623%2C%20United%20States,59,45,53.7,83.15,0.02,8,1019.5,9.7,49.9,"Rain, Partially cloudy"
12197,7/5/2021,7/5/2021,0.01,Human,46.5407855,-108.3748779,MTRBAC,Unknown,US-MT,0,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States",572%2C%20North%20Gage%20Road%2C%20Musselshell%20County%2C%20Montana%2C%2059072%2C%20United%20States,77.7,62.7,71,46.74,0,20.8,1018.2,9.9,195.3,Clear
12198,7/5/2021,7/15/2021,2.4,Undetermined,62.039573,-150.054228,AKMSSC,Unknown,US-AK,10,Group-1,"East Lichen Drive, Matanuska-Susitna, Alaska, United States",East%20Lichen%20Drive%2C%20Matanuska-Susitna%2C%20Alaska%2C%20United%20States,66.5,55.2,59.9,67.07,0.01,7.4,1015.5,9.9,262.5,"Rain, Partially cloudy"
12199,7/4/2021,7/18/2021,94.85,Undetermined,45.459167,-108.556333,MTBDC,Unknown,US-MT,,,"Pryor, Big Horn County, Montana, United States",Pryor%2C%20Big%20Horn%20County%2C%20Montana%2C%20United%20States,93.5,67.7,78.4,32.35,0,21.2,1013,9.9,375,Partially cloudy
12200,7/5/2021,7/19/2021,16.5,Natural,45.07411,-108.8269,MTBDC,Unknown,US-MT,,,"Bob Cat Pass Road, Carbon County, Montana, United States",Bob%20Cat%20Pass%20Road%2C%20Carbon%20County%2C%20Montana%2C%20United%20States,73.6,59.8,66.7,50.39,0,19.9,1020.2,9.9,156.9,Clear
12201,7/5/2021,7/19/2021,3.62391664,Natural,44.13233,-104.9733,WYCPC,Unknown,US-WY,,,"Weston County, Wyoming, United States",Weston%20County%2C%20Wyoming%2C%20United%20States,90.4,63.9,74.5,51.31,0,24.5,1014,9.9,415.7,Partially cloudy
12202,7/5/2021,7/5/2021,0.02,Human,46.5407855,-108.3748779,MTRBAC,Unknown,US-MT,0,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States",572%2C%20North%20Gage%20Road%2C%20Musselshell%20County%2C%20Montana%2C%2059072%2C%20United%20States,77.7,62.7,71,46.74,0,20.8,1018.2,9.9,195.3,Clear
12203,7/5/2021,7/18/2021,4,Human,44.33994,-100.3784,SDGPC,Unknown,US-SD,13,Group-1,"Bad River Road, Stanley County, South Dakota, 57532, United States",Bad%20River%20Road%2C%20Stanley%20County%2C%20South%20Dakota%2C%2057532%2C%20United%20States,87.6,65.6,74.7,58.47,0.45,22.8,1011.7,9.5,222.7,"Rain, Partially cloudy"
12204,7/1/2021,7/15/2021,224.0630986,Undetermined,37.84572,-119.6318,CAYPCC,Unknown,US-CA,,,"Old Tioga Road, Mariposa County, California, United States",Old%20Tioga%20Road%2C%20Mariposa%20County%2C%20California%2C%20United%20States,87.5,44.3,68.9,26.06,0,18.2,1013.7,9.7,459,Clear
12205,7/5/2021,7/5/2021,1.05,Human,46.5407855,-108.3748779,MTRBAC,Unknown,US-MT,0,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States",572%2C%20North%20Gage%20Road%2C%20Musselshell%20County%2C%20Montana%2C%2059072%2C%20United%20States,77.7,62.7,71,46.74,0,20.8,1018.2,9.9,195.3,Clear
12206,7/5/2021,7/5/2021,0.13,Human,46.5407855,-108.3748779,MTRBAC,Unknown,US-MT,0,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States",572%2C%20North%20Gage%20Road%2C%20Musselshell%20County%2C%20Montana%2C%2059072%2C%20United%20States,77.7,62.7,71,46.74,0,20.8,1018.2,9.9,195.3,Clear
12207,7/5/2021,7/5/2021,0.12,Human,44.14097,-103.3008,SDGPC,Unknown,US-SD,0,Group-1,"4871, Saratoga Drive, Black Hawk, Meade County, South Dakota, 57718, United States",4871%2C%20Saratoga%20Drive%2C%20Black%20Hawk%2C%20Meade%20County%2C%20South%20Dakota%2C%2057718%2C%20United%20States,93.9,65.8,76.7,54.27,0.71,23,1012.8,9.9,310.8,"Rain, Partially cloudy"
12208,7/5/2021,7/5/2021,0.09,Human,46.5407855,-108.3748779,MTRBAC,Unknown,US-MT,0,Group-1,"572, North Gage Road, Musselshell County, Montana, 59072, United States",572%2C%20North%20Gage%20Road%2C%20Musselshell%20County%2C%20Montana%2C%2059072%2C%20United%20States,77.7,62.7,71,46.74,0,20.8,1018.2,9.9,195.3,Clear
12209,7/1/2021,7/21/2021,1.3,Natural,42.75516,-120.9677,ORLFC,Unknown,US-OR,20,Group-2,"National Forest Development Road 3220, Lake County, Oregon, United States",National%20Forest%20Development%20Road%203220%2C%20Lake%20County%2C%20Oregon%2C%20United%20States,,,,,,,,,,
12210,7/5/2021,7/19/2021,0.53754605,Undetermined,45.01936,-109.1447,MTBDC,Unknown,US-MT,,,"Carbon County, Montana, United States",Carbon%20County%2C%20Montana%2C%20United%20States,72.5,63.3,68.4,52.65,0.01,15.9,1018.7,9.9,150.5,"Rain, Partially cloudy"
